99	4851
79	82	16
79	83	16
79	84	15
79	85	14
79	86	16
79	87	16
79	88	16
79	89	17
79	90	17
79	91	16
79	92	16
79	93	17
79	94	17
79	95	17
79	96	17
79	97	16
79	98	16
80	81	18
80	82	15
80	83	16
80	84	13
80	85	11
80	86	18
80	87	17
80	88	17
80	89	16
80	90	17
80	91	18
80	92	17
80	93	16
80	94	16
80	95	17
80	96	16
80	97	17
80	98	17
81	82	16
81	83	17
81	84	13
81	85	11
81	86	18
81	87	17
81	88	17
81	89	17
81	90	17
81	91	18
81	92	17
81	93	17
81	94	17
81	95	18
81	96	16
81	97	17
81	98	17
82	83	16
82	84	16
82	85	14
82	86	16
82	87	16
82	88	17
82	89	17
82	90	17
82	91	16
82	92	17
82	93	18
82	94	17
82	95	17
82	96	17
82	97	16
82	98	16
83	84	15
83	85	12
83	86	17
83	87	16
83	88	17
83	89	17
83	90	17
83	91	17
83	92	17
83	93	17
83	94	17
83	95	18
83	96	16
83	97	16
83	98	17
84	85	14
84	86	14
84	87	15
84	88	15
84	89	15
84	90	15
84	91	14
84	92	15
84	93	15
84	94	15
84	95	15
84	96	16
84	97	14
84	98	14
85	86	12
85	87	12
85	88	12
85	89	13
85	90	12
85	91	12
85	92	12
85	93	13
85	94	12
85	95	12
85	96	13
85	97	11
85	98	12
86	87	17
86	88	17
86	89	18
86	90	18
86	91	18
86	92	17
86	93	17
86	94	17
86	95	18
86	96	16
86	97	17
86	98	18
87	88	17
87	89	17
87	90	17
87	91	17
87	92	16
87	93	17
87	94	17
87	95	17
87	96	17
87	97	16
87	98	17
88	89	17
88	90	18
88	91	17
88	92	18
88	93	18
88	94	18
88	95	18
88	96	16
88	97	17
88	98	17
89	90	18
89	91	18
89	92	17
89	93	18
89	94	18
89	95	18
89	96	17
89	97	17
89	98	17
90	91	18
90	92	18
90	93	19
90	94	18
90	95	18
90	96	17
90	97	17
90	98	18
91	92	18
91	93	18
91	94	17
91	95	19
91	96	17
91	97	17
91	98	18
92	93	18
92	94	18
92	95	18
92	96	18
92	97	17
92	98	17
93	94	19
93	95	18
93	96	18
93	97	17
93	98	17
94	95	18
94	96	17
94	97	17
94	98	17
95	96	17
95	97	17
95	98	17
96	97	16
96	98	16
97	98	18
